id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary 
10560,0.49,0.5,5,170,2,0,0,0,sales,medium
10561,0.92,0.4,2,238,3,0,0,0,accounting,low
10562,0.74,0.56,4,190,3,1,0,0,accounting,low
10563,0.37,0.37,5,173,2,0,0,0,accounting,low
10564,0.67,0.61,4,145,4,0,0,0,hr,low
10565,0.74,0.89,5,182,2,0,0,0,hr,low
10566,0.85,0.64,4,188,3,0,0,0,hr,low
10567,0.72,0.71,3,133,2,0,0,0,hr,low
10568,0.75,0.71,4,155,4,0,0,0,technical,low
10569,0.91,0.4,6,153,3,0,0,0,technical,low
10570,0.84,0.62,4,138,3,0,0,0,technical,low
10571,0.64,0.51,4,177,3,0,0,0,technical,low
10572,0.15,0.91,6,98,6,1,0,0,technical,low
10573,0.66,0.66,3,225,3,0,0,0,technical,low
10574,0.2,0.69,6,236,4,0,0,0,technical,low
10575,0.97,0.78,3,268,3,1,0,0,technical,low
10576,0.59,0.73,2,230,3,0,0,0,technical,low
10577,0.88,0.6,4,162,2,0,0,0,technical,low
10578,0.16,0.73,4,197,2,0,0,0,technical,low
10579,0.61,0.96,3,247,3,0,0,0,support,low
10580,0.52,0.79,4,234,3,0,0,0,support,low
10581,0.82,0.49,4,276,4,0,0,0,support,low
10582,0.75,0.94,5,217,2,0,0,0,support,medium
10583,0.62,0.5,4,156,2,0,0,0,support,medium
10584,0.91,0.88,3,189,2,0,0,0,support,medium
10585,0.61,0.98,2,238,4,0,0,0,support,medium
10586,0.79,0.77,3,201,6,1,0,0,support,medium
10587,0.9,0.93,4,263,3,1,0,0,support,medium
10588,0.75,0.83,3,146,3,0,0,0,support,medium
10589,0.81,0.64,4,213,3,0,0,0,support,medium
10590,0.59,0.88,3,159,2,0,0,0,technical,medium
10591,0.56,0.83,3,236,3,1,0,0,technical,medium
10592,0.98,0.79,5,257,4,0,0,0,technical,medium
10593,0.59,0.72,4,168,4,0,0,0,management,medium
10594,0.61,0.67,4,151,3,0,0,0,IT,high
10595,0.78,0.7,4,139,3,0,0,0,IT,low
10596,0.55,0.93,5,196,3,0,0,0,IT,medium
10597,0.2,0.97,4,237,5,0,0,0,IT,medium
10598,0.79,0.44,2,236,3,0,0,0,IT,medium
10599,0.52,0.98,4,265,3,0,0,0,product_mng,medium
10600,0.97,0.52,4,207,3,0,0,0,product_mng,low
10601,0.63,0.94,4,219,3,0,0,0,product_mng,low
10602,0.85,0.99,3,208,2,0,0,0,product_mng,low
10603,0.59,0.74,3,240,3,0,0,0,IT,low
10604,0.64,0.6,3,135,3,0,0,0,RandD,low
10605,0.8,0.67,3,236,3,1,0,0,RandD,low
10606,0.61,0.75,3,140,3,0,0,0,RandD,low
10607,0.87,0.61,3,162,2,0,0,0,RandD,low
10608,0.75,0.59,3,117,3,1,0,0,RandD,medium
10609,0.96,0.51,4,225,3,0,0,0,marketing,medium
10610,0.75,0.92,3,211,3,0,0,0,sales,medium
10611,0.19,0.58,4,173,5,0,0,0,accounting,medium
10612,0.52,0.97,4,170,3,0,0,0,support,medium
10613,0.6,0.6,3,242,3,0,0,0,technical,medium
10614,0.9,0.81,4,175,3,0,0,0,management,medium
10615,0.89,0.92,3,195,2,0,0,0,marketing,medium
10616,0.54,0.93,4,184,2,1,0,0,marketing,medium
10617,0.99,0.55,3,170,3,0,0,0,marketing,medium
10618,0.66,0.56,4,185,3,0,0,0,sales,medium
10619,0.92,0.64,4,259,2,0,0,0,sales,medium
10620,0.19,0.72,4,102,3,0,0,0,sales,medium
10621,0.39,0.37,5,156,4,0,0,0,sales,medium
10622,0.41,0.68,3,191,4,0,0,0,sales,medium
10623,0.6,0.49,3,239,2,0,0,0,sales,medium
10624,0.95,0.54,4,235,4,0,0,0,sales,medium
10625,0.51,0.87,2,130,4,0,0,0,sales,medium
10626,0.54,0.74,2,166,3,0,0,0,sales,medium
10627,0.16,0.54,5,206,5,0,0,0,sales,medium
10628,0.98,0.77,3,191,2,0,0,0,sales,medium
10629,0.65,0.75,3,214,3,0,0,0,sales,medium
10630,0.38,0.5,3,196,3,0,0,0,sales,medium
10631,0.95,0.71,4,151,4,0,0,0,sales,medium
10632,0.6,0.62,5,165,2,0,0,0,sales,medium
10633,0.78,0.91,3,177,2,0,0,0,sales,high
10634,0.19,0.63,6,241,6,0,0,0,sales,high
10635,0.56,0.99,4,230,3,0,0,0,sales,high
10636,0.21,0.71,4,270,2,0,0,0,sales,high
10637,0.83,0.71,3,234,4,0,0,0,accounting,high
10638,0.5,0.64,3,257,2,1,0,0,accounting,high
10639,0.74,0.87,5,264,3,0,0,0,accounting,high
10640,0.75,0.83,4,133,4,0,0,0,hr,high
10641,0.85,0.66,4,155,4,0,0,0,hr,high
10642,0.93,0.59,3,202,2,0,0,0,hr,high
10643,0.76,0.7,3,136,2,0,0,0,hr,high
10644,0.91,0.78,3,269,3,1,0,0,technical,high
10645,0.22,0.54,6,169,4,0,0,0,technical,low
10646,0.78,0.52,5,192,3,1,0,0,technical,low
10647,0.53,0.8,4,241,3,1,0,0,technical,low
10648,0.58,0.69,4,165,3,0,0,0,technical,low
10649,0.99,0.81,3,183,2,0,0,0,technical,low
10650,0.62,0.64,4,163,3,0,0,0,technical,low
10651,0.59,0.69,3,162,3,0,0,0,technical,low
10652,0.13,0.76,5,219,4,0,0,0,technical,low
10653,0.19,0.63,4,278,6,0,0,0,technical,low
10654,0.94,0.99,2,273,4,0,0,0,technical,low
10655,0.53,0.96,4,272,2,0,0,0,support,low
10656,0.96,0.85,5,168,2,0,0,0,support,low
10657,0.62,0.87,4,221,3,1,0,0,support,low
10658,0.81,0.86,4,213,3,0,0,0,support,low
10659,0.63,0.78,4,275,3,0,0,0,support,low
10660,0.92,0.68,5,177,4,0,0,0,support,medium
10661,0.83,0.74,4,249,2,0,0,0,support,medium
10662,0.49,0.37,5,246,3,0,0,0,support,medium
10663,0.8,0.66,4,223,3,0,0,0,support,medium
10664,0.54,0.76,4,244,2,0,0,0,support,medium
10665,0.37,0.72,3,169,2,1,0,0,support,medium
10666,0.93,0.56,5,140,3,0,0,0,technical,medium
10667,0.88,0.99,5,253,2,0,0,0,technical,medium
10668,0.79,0.87,3,194,2,0,0,0,technical,medium
10669,0.65,0.88,4,173,3,0,0,0,management,medium
10670,0.72,0.7,4,172,3,0,0,0,IT,medium
10671,0.58,0.49,3,167,3,0,0,0,IT,medium
10672,0.37,0.51,2,153,3,0,0,0,IT,high
10673,0.87,0.97,4,243,3,0,0,0,IT,high
10674,0.63,0.72,6,163,4,0,0,0,IT,high
10675,0.72,0.79,3,221,3,0,0,0,product_mng,high
10676,0.36,0.55,3,191,3,0,0,0,product_mng,high
10677,0.96,0.7,4,272,3,0,0,0,product_mng,high
10678,0.52,0.37,2,118,2,0,0,0,product_mng,high
10679,0.16,0.83,5,173,4,0,0,0,IT,high
10680,0.63,0.55,4,200,3,1,0,0,RandD,low
10681,0.92,0.76,5,132,3,1,0,0,RandD,low
10682,0.82,0.49,4,180,2,0,0,0,RandD,low
10683,0.18,0.54,4,145,5,0,0,0,RandD,low
10684,0.73,0.48,4,139,2,0,0,0,RandD,low
10685,0.44,0.61,5,230,6,0,0,0,marketing,low
10686,0.73,0.62,4,247,4,0,0,0,sales,low
10687,0.62,0.95,4,140,2,0,0,0,accounting,low
10688,0.94,0.8,4,266,3,1,0,0,support,medium
10689,0.76,0.74,4,261,3,0,0,0,technical,medium
10690,0.89,0.49,4,275,3,0,0,0,management,medium
10691,0.9,0.88,5,254,2,0,0,0,marketing,medium
10692,1,0.93,5,231,2,0,0,0,marketing,medium
10693,0.71,0.9,3,138,3,0,0,0,marketing,medium
10694,0.73,0.97,4,163,3,0,0,0,sales,medium
10695,0.97,0.9,5,262,3,0,0,0,sales,medium
10696,0.6,0.59,4,201,3,0,0,0,sales,medium
10697,0.82,0.67,3,229,3,0,0,0,sales,medium
10698,0.95,0.48,4,228,2,0,0,0,sales,medium
10699,0.88,0.65,5,228,3,0,0,0,sales,medium
10700,0.79,0.49,3,273,3,0,0,0,sales,medium
10701,0.52,0.96,4,171,2,0,0,0,sales,medium
10702,0.22,0.61,3,148,5,0,0,0,sales,medium
10703,0.59,0.96,5,211,3,0,0,0,sales,medium
10704,0.84,0.64,2,211,3,0,0,0,sales,medium
10705,0.54,0.41,3,175,3,0,0,0,sales,medium
10706,1,0.86,4,245,4,0,0,0,sales,medium
10707,0.93,0.59,3,273,2,1,0,0,sales,medium
10708,0.96,0.55,3,225,4,1,0,0,sales,medium
10709,0.56,0.41,5,152,3,0,0,0,sales,medium
10710,0.49,0.66,5,194,3,0,0,0,sales,medium
10711,0.89,0.51,4,185,3,1,0,0,sales,high
10712,0.57,0.91,3,193,2,0,0,0,sales,low
10713,0.96,0.64,3,166,2,0,0,0,accounting,medium
10714,0.65,0.89,5,223,3,1,0,0,accounting,medium
10715,0.14,0.66,5,281,4,1,0,0,accounting,medium
10716,0.64,0.49,3,241,3,0,0,0,hr,medium
10717,0.98,0.91,3,165,2,1,0,0,hr,medium
10718,0.71,0.59,4,143,2,0,0,0,hr,medium
10719,0.96,0.49,5,137,3,0,0,0,hr,medium
10720,0.9,0.57,4,185,3,1,0,0,technical,medium
10721,0.52,0.96,3,271,3,1,0,0,technical,medium
10722,0.78,0.98,4,207,2,1,0,0,technical,medium
10723,0.62,0.69,4,184,3,0,0,0,technical,low
10724,0.6,0.8,4,253,2,0,0,0,technical,low
10725,0.82,0.62,3,152,6,0,0,0,technical,low
10726,0.52,0.55,3,225,2,0,0,0,technical,low
10727,0.13,0.84,5,189,5,0,0,0,technical,low
10728,0.97,0.93,3,153,2,0,0,0,technical,low
10729,0.63,0.9,4,245,3,0,0,0,technical,low
10730,0.68,0.78,5,233,3,0,0,0,technical,high
10731,0.74,0.83,4,210,3,0,0,0,support,low
10732,0.89,0.57,4,176,4,0,0,0,support,high
10733,0.28,0.95,5,191,3,0,0,0,support,high
10734,0.61,0.9,3,224,3,0,0,0,support,low
10735,0.67,0.49,3,185,3,0,0,0,support,low
10736,0.86,0.64,3,245,4,0,0,0,support,high
10737,0.87,0.93,3,173,2,0,0,0,support,low
10738,0.7,0.95,4,231,3,0,0,0,support,medium
10739,0.68,0.84,3,270,3,0,0,0,support,high
10740,0.69,0.75,5,196,3,0,0,0,support,medium
10741,0.97,0.83,3,238,2,0,0,0,support,medium
10742,0.62,0.89,4,261,2,0,0,0,technical,medium
10743,0.55,0.87,3,201,2,0,0,0,technical,medium
10744,0.61,0.73,3,252,3,0,0,0,technical,high
10745,0.15,0.81,3,191,5,0,0,0,management,medium
10746,0.84,0.86,3,199,3,0,0,0,IT,medium
10747,0.87,0.64,5,234,2,1,0,0,IT,medium
10748,0.93,0.86,4,192,4,0,0,0,IT,high
10749,0.14,0.73,6,237,5,0,0,0,IT,medium
10750,0.96,0.7,3,207,3,0,0,0,IT,high
10751,0.41,0.63,2,145,2,0,0,0,product_mng,low
10752,0.84,0.96,6,155,5,0,0,0,product_mng,medium
10753,0.94,0.69,5,145,2,0,0,0,product_mng,medium
10754,0.6,0.86,6,247,6,0,0,0,product_mng,medium
10755,0.7,0.73,4,182,3,0,0,0,IT,medium
10756,0.29,0.91,4,183,4,0,0,0,RandD,low
10757,0.31,0.51,2,146,3,0,0,0,RandD,low
10758,0.73,0.99,3,241,3,0,0,0,RandD,low
10759,0.51,0.52,5,261,3,1,0,0,RandD,low
10760,0.58,0.77,4,140,3,0,0,0,RandD,low
10761,0.59,0.97,3,257,3,0,0,0,marketing,low
10762,0.95,0.9,3,186,2,0,0,0,marketing,low
10763,0.84,0.93,3,159,3,0,0,0,sales,low
10764,0.28,0.37,3,164,4,1,0,0,accounting,low
10765,0.94,0.52,4,217,6,1,0,0,support,low
10766,0.49,0.59,4,137,4,0,0,0,technical,high
10767,0.72,0.5,4,164,2,1,0,0,management,low
10768,0.19,0.85,5,249,3,0,0,0,marketing,low
10769,0.83,0.95,3,264,2,0,0,0,marketing,low
10770,0.79,0.92,4,208,2,1,0,0,marketing,low
10771,0.72,0.61,3,175,3,0,0,0,sales,high
10772,0.97,0.74,4,209,2,0,0,0,sales,low
10773,0.92,0.83,4,268,4,0,0,0,sales,low
10774,0.95,0.53,3,264,3,0,0,0,sales,low
10775,0.76,0.64,4,234,2,0,0,0,sales,high
10776,0.24,0.62,5,199,4,0,0,0,sales,low
10777,0.89,0.99,4,205,2,0,0,1,sales,medium
10778,0.69,0.63,5,140,4,0,0,1,sales,high
10779,0.92,0.98,3,257,3,0,0,1,sales,medium
10780,0.79,0.61,4,227,2,0,0,1,sales,high
10781,0.87,0.94,4,189,3,0,0,1,sales,medium
10782,0.89,0.88,5,241,2,1,0,0,sales,medium
10783,0.75,0.77,5,199,4,0,0,0,sales,medium
10784,0.78,0.6,4,206,3,0,0,0,sales,medium
10785,0.13,0.62,5,268,3,0,0,0,sales,medium
10786,0.94,0.86,3,221,3,1,0,0,sales,medium
10787,0.94,0.88,4,262,2,0,0,0,sales,medium
10788,0.67,0.6,5,253,6,0,0,0,sales,medium
10789,0.6,0.73,5,241,3,0,0,0,sales,high
10790,0.62,0.94,4,252,4,0,0,0,accounting,low
10791,0.38,0.52,2,171,3,0,0,0,accounting,medium
10792,0.8,0.77,4,194,3,0,0,0,accounting,medium
10793,0.61,0.42,3,104,2,0,0,0,hr,medium
10794,0.61,0.56,4,176,3,0,0,0,hr,medium
10795,0.66,0.8,4,192,3,0,0,0,hr,medium
10796,0.56,0.74,3,154,2,0,0,0,hr,medium
10797,1,0.55,4,186,4,1,0,0,technical,medium
10798,0.73,0.86,3,200,4,0,0,0,technical,medium
10799,0.6,0.66,4,132,4,0,0,0,technical,medium
10800,0.78,0.59,5,236,3,0,0,0,technical,high
10801,0.48,0.53,3,211,4,0,0,0,technical,low
10802,0.9,0.77,4,273,2,0,0,0,technical,low
10803,0.16,0.76,4,223,4,0,0,0,technical,low
10804,0.5,0.75,3,204,2,0,0,0,technical,high
10805,0.66,0.65,3,196,3,1,0,0,technical,low
10806,0.44,0.37,2,219,2,0,0,0,technical,low
10807,0.95,0.67,4,261,3,0,0,0,technical,low
10808,0.9,0.65,3,254,2,0,0,0,support,high
10809,0.27,0.48,4,185,2,0,0,0,support,low
10810,0.51,0.74,6,98,3,0,0,0,support,low
10811,0.68,0.76,3,260,4,0,0,0,support,low
10812,0.97,0.93,5,137,2,1,0,0,support,low
10813,0.91,0.75,4,159,3,1,0,0,support,low
10814,0.76,0.88,5,265,4,0,0,0,support,low
10815,0.88,0.61,4,177,4,1,0,0,support,low
10816,0.83,0.73,4,247,2,0,0,0,support,medium
10817,0.78,0.54,3,161,3,0,0,0,support,medium
10818,0.52,0.38,2,103,3,0,0,0,support,medium
10819,0.63,0.49,4,151,3,0,0,0,technical,medium
10820,0.9,0.74,3,193,3,0,0,0,technical,medium
10821,0.48,0.58,3,194,3,0,0,0,technical,medium
10822,0.7,0.6,5,208,3,0,0,0,management,medium
10823,0.68,0.66,4,229,3,0,0,0,IT,medium
10824,0.7,0.87,3,166,2,0,0,0,IT,medium
10825,0.77,0.5,3,141,3,0,0,0,IT,medium
10826,0.73,0.93,3,249,2,0,0,0,IT,medium
10827,0.87,0.48,4,264,3,0,0,0,IT,medium
10828,0.65,0.98,3,252,2,0,0,0,product_mng,high
10829,0.62,0.7,2,134,3,0,0,0,product_mng,low
10830,0.53,0.51,3,274,2,1,0,0,product_mng,medium
10831,0.59,0.39,5,200,4,0,0,0,product_mng,medium
10832,0.87,0.72,2,154,3,0,0,0,IT,medium
10833,0.47,0.53,3,111,4,0,0,0,RandD,medium
10834,0.96,0.81,3,247,3,0,0,0,RandD,low
10835,0.79,0.74,3,169,3,0,0,0,RandD,low
10836,0.84,0.6,3,250,3,1,0,0,RandD,low
10837,0.68,0.49,3,178,3,1,0,0,RandD,low
10838,0.86,0.66,4,251,3,0,0,0,RandD,low
10839,0.73,0.98,5,272,2,0,0,0,marketing,low
10840,0.9,0.67,2,229,4,0,0,0,sales,low
10841,0.63,0.64,3,180,3,0,0,0,accounting,low
10842,0.71,0.72,3,271,2,0,0,0,support,low
10843,0.71,0.68,5,226,3,0,0,0,technical,low
10844,0.95,0.62,4,150,2,0,0,0,management,low
10845,0.51,0.86,4,260,3,1,0,0,marketing,low
10846,0.77,0.91,4,161,3,0,0,0,marketing,low
10847,0.48,0.51,3,136,3,0,0,0,marketing,low
10848,0.93,0.91,2,238,2,1,0,0,sales,low
10849,0.83,0.86,4,98,4,0,0,0,sales,low
10850,0.61,0.73,5,156,4,0,0,0,sales,low
10851,0.97,0.89,4,248,2,0,0,0,sales,low
10852,0.5,0.81,3,170,2,0,0,0,sales,low
10853,0.84,0.54,3,245,3,0,0,0,sales,low
10854,0.58,0.38,4,203,5,0,0,0,sales,low
10855,0.59,0.72,3,182,3,0,0,0,sales,medium
10856,0.77,0.83,3,175,3,0,0,1,sales,medium
10857,0.78,0.4,4,145,5,1,0,1,sales,medium
10858,0.6,0.96,4,220,3,1,0,1,sales,medium
10859,0.53,0.77,4,259,2,1,0,1,sales,medium
10860,0.73,0.69,3,228,2,0,0,1,sales,medium
10861,0.76,0.94,3,189,3,0,0,0,sales,medium
10862,0.12,0.61,6,257,3,0,0,0,sales,medium
10863,0.2,0.98,3,180,6,0,0,0,sales,medium
10864,0.5,0.77,4,180,3,0,0,0,sales,medium
10865,0.79,0.65,5,215,2,1,0,0,sales,medium
10866,0.96,0.68,3,132,2,0,0,0,sales,medium
10867,0.26,0.69,5,213,2,0,0,0,accounting,high
10868,0.8,0.72,4,173,3,0,0,0,accounting,low
10869,0.43,0.71,3,186,2,0,0,0,accounting,medium
10870,0.87,0.71,4,157,2,0,0,0,hr,medium
10871,0.63,0.75,4,175,4,0,0,0,hr,medium
10872,0.58,0.48,3,135,3,1,0,0,hr,medium
10873,0.2,0.42,4,256,5,0,0,0,hr,low
10874,0.62,0.71,4,268,3,0,0,0,technical,low
10875,0.91,0.94,5,159,3,0,0,0,technical,low
10876,0.66,0.91,3,191,4,0,0,0,technical,low
10877,0.53,0.81,3,275,2,0,0,0,technical,low
10878,0.52,0.98,5,217,2,1,0,0,technical,low
10879,1,0.88,6,201,4,0,0,0,technical,low
10880,0.73,0.67,4,205,3,0,0,0,technical,low
10881,0.65,0.67,3,240,2,1,0,0,technical,low
10882,0.5,0.95,5,137,3,0,0,0,technical,low
10883,0.94,0.59,4,241,2,0,0,0,technical,low
10884,0.48,0.86,5,198,4,0,0,0,technical,low
10885,0.67,0.87,5,254,2,0,0,0,support,low
10886,0.73,0.94,4,262,3,0,0,0,support,low
10887,0.63,0.71,4,244,2,0,0,0,support,low
10888,0.84,0.84,4,266,3,0,0,0,support,low
10889,0.2,0.94,6,191,5,0,0,0,support,low
10890,0.76,0.57,3,148,3,1,0,0,support,low
10891,0.55,0.54,3,233,2,0,0,0,support,low
10892,0.8,0.55,4,178,2,1,0,0,support,low
10893,0.64,0.91,3,165,3,1,0,0,support,low
10894,0.59,0.97,5,179,6,0,0,0,support,medium
10895,0.92,0.98,3,149,3,0,0,0,support,medium
10896,0.75,0.76,3,269,2,1,0,0,technical,medium
10897,0.69,0.74,5,227,2,0,0,0,technical,medium
10898,0.82,0.93,3,247,3,0,0,0,technical,medium
10899,0.88,0.85,3,220,3,0,0,0,management,medium
10900,0.89,0.91,3,233,2,0,0,0,IT,medium
10901,1,0.79,5,171,5,0,0,0,IT,medium
10902,0.66,0.91,4,234,2,1,0,0,IT,medium
10903,0.76,0.92,3,176,2,0,0,0,IT,medium
10904,0.8,0.62,5,190,4,1,0,0,IT,medium
10905,0.58,0.86,4,168,2,0,0,0,product_mng,medium
10906,0.73,0.93,3,205,3,0,0,0,product_mng,high
10907,1,0.73,5,189,3,1,0,0,product_mng,low
10908,0.18,0.9,4,282,4,0,0,0,product_mng,medium
10909,0.47,0.46,2,152,2,0,0,0,IT,medium
10910,0.92,0.64,4,217,4,0,0,0,RandD,medium
10911,0.51,0.5,4,130,3,0,0,0,RandD,medium
10912,0.81,0.62,4,153,4,0,0,0,RandD,low
10913,0.52,0.57,3,270,3,0,0,0,RandD,low
10914,0.95,0.96,3,220,3,0,0,0,RandD,low
10915,0.93,0.64,4,253,3,0,0,0,RandD,low
10916,0.98,0.67,4,209,6,0,0,0,marketing,low
10917,0.79,0.79,4,231,2,0,0,0,sales,low
10918,0.99,0.73,4,240,4,0,0,0,accounting,low
10919,0.64,0.9,5,266,3,0,0,0,support,low
10920,0.54,0.44,3,153,2,0,0,0,technical,low
10921,0.79,0.59,4,187,2,0,0,0,management,low
10922,0.55,0.98,4,185,2,1,0,0,marketing,low
10923,0.18,0.81,4,147,4,0,0,0,marketing,low
10924,0.56,0.81,4,188,3,1,0,0,marketing,low
10925,0.92,0.67,2,252,2,0,0,0,sales,low
10926,0.99,0.75,4,163,2,0,0,0,sales,low
10927,0.77,0.85,4,189,2,0,0,0,sales,low
10928,0.49,0.52,3,156,2,0,0,0,sales,low
10929,0.98,0.58,3,183,3,0,0,0,sales,low
10930,0.18,0.54,6,209,5,1,0,0,sales,low
10931,0.8,0.82,4,271,4,0,0,0,sales,low
10932,0.81,0.77,5,251,2,0,0,0,sales,low
10933,0.13,0.61,5,198,5,0,0,0,sales,medium
10934,0.58,0.97,3,274,4,1,0,1,sales,medium
10935,0.75,0.63,4,209,3,0,0,1,sales,medium
10936,0.8,0.94,4,271,4,0,0,1,sales,medium
10937,0.78,0.6,4,143,2,0,0,1,sales,medium
10938,0.92,0.6,5,236,3,1,0,1,sales,medium
10939,0.85,0.98,5,222,3,0,0,1,sales,medium
10940,0.52,0.63,3,233,3,0,0,1,sales,medium
10941,0.95,0.84,3,270,3,1,0,1,sales,medium
10942,0.81,0.92,5,258,3,0,0,1,sales,medium
10943,0.16,0.82,6,202,4,1,0,1,sales,medium
10944,0.91,0.74,3,150,2,0,0,0,accounting,medium
10945,0.62,0.51,4,193,3,0,0,0,accounting,high
10946,0.24,0.42,5,210,5,0,0,0,accounting,low
10947,0.88,0.51,3,208,3,0,0,0,hr,medium
10948,0.94,0.73,3,196,3,0,0,0,hr,medium
10949,0.76,0.79,5,187,4,0,0,0,hr,medium
10950,0.49,0.67,3,140,2,0,0,0,hr,medium
10951,0.93,0.9,4,256,4,0,0,0,technical,low
10952,0.92,0.66,4,113,3,0,0,0,technical,low
10953,0.19,0.94,4,196,5,0,0,0,technical,low
10954,0.66,0.76,3,170,3,0,0,0,technical,low
10955,0.16,0.94,4,261,6,0,0,0,technical,low
10956,0.83,0.99,5,132,3,0,0,0,technical,low
10957,0.69,0.53,3,153,3,0,0,0,technical,low
10958,0.82,0.53,3,147,3,1,0,0,technical,low
10959,0.88,0.72,5,244,2,0,0,0,technical,low
10960,0.31,0.42,4,108,4,0,0,0,technical,low
10961,0.83,0.49,4,218,2,0,0,0,technical,low
10962,0.94,0.52,5,133,3,0,0,0,support,low
10963,0.65,0.79,5,233,3,0,0,0,support,low
10964,0.6,0.6,4,147,3,0,0,0,support,low
10965,0.52,0.43,3,176,3,0,0,0,support,low
10966,0.66,0.89,4,169,4,0,0,0,support,low
10967,0.87,0.87,4,144,3,0,0,0,support,low
10968,0.2,0.99,5,151,3,1,0,0,support,low
10969,0.63,0.91,4,252,3,1,0,0,support,medium
10970,0.69,0.98,4,180,3,0,0,0,support,medium
10971,0.48,0.61,3,251,3,0,0,0,support,medium
10972,0.8,0.8,4,263,4,0,0,0,support,medium
10973,0.89,0.74,5,260,6,0,0,0,technical,medium
10974,0.67,0.63,3,227,3,0,0,0,technical,medium
10975,0.37,0.86,6,260,3,0,0,0,technical,medium
10976,0.93,0.61,5,158,3,0,0,0,management,medium
10977,0.69,0.52,3,186,3,0,0,0,IT,medium
10978,0.16,0.61,4,171,6,0,0,0,IT,medium
10979,0.81,0.55,3,199,2,1,0,0,IT,medium
10980,0.97,0.63,5,258,2,0,0,0,IT,medium
10981,0.77,0.59,4,273,2,0,0,0,IT,high
10982,0.75,0.78,2,259,3,0,0,0,product_mng,low
10983,0.88,0.82,3,265,3,0,0,0,product_mng,medium
10984,0.43,0.51,5,168,4,0,0,0,product_mng,medium
10985,0.99,0.99,4,163,4,0,0,0,product_mng,medium
10986,0.59,0.65,5,265,3,0,0,0,IT,medium
10987,0.89,0.71,4,190,3,0,0,0,RandD,low
10988,0.54,0.73,3,157,3,0,0,0,RandD,low
10989,0.32,0.86,4,266,4,0,0,0,RandD,low
10990,0.17,0.55,6,240,6,0,0,0,RandD,low
10991,0.78,0.55,3,143,3,0,0,0,RandD,low
10992,0.73,0.68,3,121,5,0,0,0,RandD,low
10993,0.65,0.76,2,170,5,0,0,0,IT,low
10994,0.8,0.71,4,161,4,0,0,0,IT,low
10995,0.61,0.86,3,239,3,0,0,0,IT,low
10996,0.67,0.49,3,224,3,0,0,0,IT,low
10997,0.63,0.57,3,242,3,0,0,0,product_mng,low
10998,0.51,0.58,4,140,2,1,0,0,product_mng,low
10999,0.82,0.59,5,170,3,0,0,0,product_mng,low
11000,0.79,0.67,5,156,2,0,0,0,product_mng,low
11001,0.49,0.6,2,113,5,0,0,0,IT,low
11002,0.7,0.59,3,138,3,0,0,0,RandD,low
11003,0.13,0.5,3,137,5,0,0,0,RandD,low
11004,0.83,0.52,5,217,3,0,0,0,RandD,low
11005,0.83,0.91,3,155,3,0,0,0,RandD,low
11006,0.19,0.83,5,280,4,0,0,0,RandD,low
11007,0.8,0.81,5,248,2,1,0,0,RandD,low
11008,0.49,0.67,2,190,8,0,0,0,marketing,medium
11009,0.92,0.99,3,176,8,0,0,0,sales,medium
11010,0.81,0.55,4,217,8,0,0,0,accounting,medium
11011,0.62,0.91,3,269,8,0,0,0,support,medium
11012,0.21,0.7,3,238,8,0,0,0,technical,medium
11013,0.95,0.74,5,243,6,0,0,0,management,medium
11014,0.51,0.8,4,198,6,0,0,0,marketing,medium
11015,0.52,0.89,3,188,6,0,0,0,marketing,medium
11016,0.64,0.56,3,257,6,0,0,0,marketing,medium
11017,0.62,0.79,4,268,6,0,0,0,sales,medium
11018,0.73,0.88,5,233,4,1,0,0,sales,medium
11019,0.32,0.86,4,214,5,0,0,0,sales,medium
11020,0.78,0.96,2,285,3,0,0,0,sales,high
11021,0.65,0.91,4,224,2,1,0,0,sales,low
11022,0.56,0.92,4,224,3,0,0,0,sales,medium
11023,0.96,0.89,3,142,4,0,0,0,sales,medium
11024,0.79,0.82,4,220,3,0,0,0,sales,medium
11025,0.66,0.58,4,244,3,0,0,0,sales,medium
11026,0.67,0.68,4,171,3,0,0,0,sales,low
11027,0.86,0.82,4,274,2,1,0,0,sales,low
11028,0.57,0.72,4,214,2,1,0,0,sales,low
11029,0.86,0.87,5,171,2,0,0,0,sales,low
11030,0.52,0.59,5,150,2,0,0,0,sales,low
11031,0.73,0.61,4,260,2,1,0,0,sales,low
11032,0.78,0.63,5,259,3,0,0,0,sales,low
11033,0.95,0.63,3,153,2,0,0,0,sales,low
11034,0.75,0.61,3,263,3,0,0,0,sales,low
11035,0.83,0.52,2,149,2,1,0,0,sales,low
11036,0.48,1,4,261,3,0,0,0,accounting,low
11037,0.3,0.58,2,189,4,1,0,0,accounting,low
11038,0.72,0.85,5,237,4,0,0,0,accounting,low
11039,0.61,0.52,3,224,3,0,0,0,hr,low
11040,0.31,0.87,6,240,3,1,0,0,hr,low
11041,0.62,0.81,3,245,2,1,0,0,hr,low
11042,0.48,0.49,3,268,3,0,0,0,hr,low
11043,0.97,0.89,4,208,2,1,0,0,technical,low
11044,0.61,0.83,4,153,2,0,0,0,technical,low
11045,0.93,0.99,3,169,3,0,0,0,technical,low
11046,0.89,0.39,5,218,2,0,0,0,technical,low
11047,0.95,0.9,3,155,3,0,0,0,technical,medium
